VARIABLES=x,rho,u,p
ZONE I=200
-0.5 1 0 1 
-0.494975 1 0 1 
-0.48995 1 0 1 
-0.484925 1 0 1 
-0.479899 1 0 1 
-0.474874 1 0 1 
-0.469849 1 0 1 
-0.464824 1 0 1 
-0.459799 1 0 1 
-0.454774 1 0 1 
-0.449749 1 0 1 
-0.444724 1 0 1 
-0.439698 1 0 1 
-0.434673 1 0 1 
-0.429648 1 0 1 
-0.424623 1 0 1 
-0.419598 1 0 1 
-0.414573 1 0 1 
-0.409548 1 0 1 
-0.404523 1 0 1 
-0.399497 1 0 1 
-0.394472 1 0 1 
-0.389447 1 0 1 
-0.384422 1 0 1 
-0.379397 1 0 1 
-0.374372 1 0 1 
-0.369347 1 0 1 
-0.364322 1 0 1 
-0.359296 1 0 1 
-0.354271 1 0 1 
-0.349246 1 0 1 
-0.344221 1 0 1 
-0.339196 1 0 1 
-0.334171 1 0 1 
-0.329146 1 0 1 
-0.324121 1 0 1 
-0.319095 1 0 1 
-0.31407 1 0 1 
-0.309045 1 0 1 
-0.30402 1 0 1 
-0.298995 1 0 1 
-0.29397 1 0 1 
-0.288945 1 0 1 
-0.28392 1 0 1 
-0.278894 1 0 1 
-0.273869 1 0 1 
-0.268844 1 0 1 
-0.263819 1 0 1 
-0.258794 1 0 1 
-0.253769 1 0 1 
-0.248744 1 0 1 
-0.243719 1 0 1 
-0.238693 1 0 1 
-0.233668 1 0 1 
-0.228643 1 0 1 
-0.223618 1 0 1 
-0.218593 1 0 1 
-0.213568 1 0 1 
-0.208543 1 0 1 
-0.203518 1 0 1 
-0.198492 1 0 1 
-0.193467 1 0 1 
-0.188442 1 0 1 
-0.183417 1 0 1 
-0.178392 1 0 1 
-0.173367 1 0 1 
-0.168342 1 0 1 
-0.163317 1 0 1 
-0.158291 1 0 1 
-0.153266 1 0 1 
-0.148241 1 0 1 
-0.143216 1 0 1 
-0.138191 1 0 1 
-0.133166 1 0 1 
-0.128141 1 0 1 
-0.123116 1 0 1 
-0.11809 1 0 1 
-0.113065 1 0 1 
-0.10804 0.98207 0.0213686 0.974989 
-0.103015 0.94526 0.0662358 0.924212 
-0.0979899 0.909562 0.111103 0.87572 
-0.0929648 0.874951 0.15597 0.829425 
-0.0879397 0.841401 0.200837 0.785244 
-0.0829146 0.808889 0.245705 0.743095 
-0.0778894 0.777389 0.290572 0.702901 
-0.0728643 0.746879 0.335439 0.664585 
-0.0678392 0.717334 0.380306 0.628073 
-0.0628141 0.688732 0.425173 0.593294 
-0.0577889 0.661049 0.470041 0.560179 
-0.0527638 0.634264 0.514908 0.528662 
-0.0477387 0.608354 0.559775 0.498676 
-0.0427136 0.583298 0.604642 0.470161 
-0.0376884 0.559074 0.649509 0.443054 
-0.0326633 0.535662 0.694377 0.417299 
-0.0276382 0.513041 0.739244 0.392837 
-0.0226131 0.49119 0.784111 0.369615 
-0.0175879 0.470091 0.828978 0.34758 
-0.0125628 0.449723 0.873845 0.32668 
-0.00753769 0.430067 0.918713 0.306867 
-0.00251256 0.426319 0.927453 0.30313 
0.00251256 0.426319 0.927453 0.30313 
0.00753769 0.426319 0.927453 0.30313 
0.0125628 0.426319 0.927453 0.30313 
0.0175879 0.426319 0.927453 0.30313 
0.0226131 0.426319 0.927453 0.30313 
0.0276382 0.426319 0.927453 0.30313 
0.0326633 0.426319 0.927453 0.30313 
0.0376884 0.426319 0.927453 0.30313 
0.0427136 0.426319 0.927453 0.30313 
0.0477387 0.426319 0.927453 0.30313 
0.0527638 0.426319 0.927453 0.30313 
0.0577889 0.426319 0.927453 0.30313 
0.0628141 0.426319 0.927453 0.30313 
0.0678392 0.426319 0.927453 0.30313 
0.0728643 0.426319 0.927453 0.30313 
0.0778894 0.426319 0.927453 0.30313 
0.0829146 0.426319 0.927453 0.30313 
0.0879397 0.265574 0.927453 0.30313 
0.0929648 0.265574 0.927453 0.30313 
0.0979899 0.265574 0.927453 0.30313 
0.103015 0.265574 0.927453 0.30313 
0.10804 0.265574 0.927453 0.30313 
0.113065 0.265574 0.927453 0.30313 
0.11809 0.265574 0.927453 0.30313 
0.123116 0.265574 0.927453 0.30313 
0.128141 0.265574 0.927453 0.30313 
0.133166 0.265574 0.927453 0.30313 
0.138191 0.265574 0.927453 0.30313 
0.143216 0.265574 0.927453 0.30313 
0.148241 0.265574 0.927453 0.30313 
0.153266 0.265574 0.927453 0.30313 
0.158291 0.265574 0.927453 0.30313 
0.163317 0.265574 0.927453 0.30313 
0.168342 0.125 0 0.1 
0.173367 0.125 0 0.1 
0.178392 0.125 0 0.1 
0.183417 0.125 0 0.1 
0.188442 0.125 0 0.1 
0.193467 0.125 0 0.1 
0.198492 0.125 0 0.1 
0.203518 0.125 0 0.1 
0.208543 0.125 0 0.1 
0.213568 0.125 0 0.1 
0.218593 0.125 0 0.1 
0.223618 0.125 0 0.1 
0.228643 0.125 0 0.1 
0.233668 0.125 0 0.1 
0.238693 0.125 0 0.1 
0.243719 0.125 0 0.1 
0.248744 0.125 0 0.1 
0.253769 0.125 0 0.1 
0.258794 0.125 0 0.1 
0.263819 0.125 0 0.1 
0.268844 0.125 0 0.1 
0.273869 0.125 0 0.1 
0.278894 0.125 0 0.1 
0.28392 0.125 0 0.1 
0.288945 0.125 0 0.1 
0.29397 0.125 0 0.1 
0.298995 0.125 0 0.1 
0.30402 0.125 0 0.1 
0.309045 0.125 0 0.1 
0.31407 0.125 0 0.1 
0.319095 0.125 0 0.1 
0.324121 0.125 0 0.1 
0.329146 0.125 0 0.1 
0.334171 0.125 0 0.1 
0.339196 0.125 0 0.1 
0.344221 0.125 0 0.1 
0.349246 0.125 0 0.1 
0.354271 0.125 0 0.1 
0.359296 0.125 0 0.1 
0.364322 0.125 0 0.1 
0.369347 0.125 0 0.1 
0.374372 0.125 0 0.1 
0.379397 0.125 0 0.1 
0.384422 0.125 0 0.1 
0.389447 0.125 0 0.1 
0.394472 0.125 0 0.1 
0.399497 0.125 0 0.1 
0.404523 0.125 0 0.1 
0.409548 0.125 0 0.1 
0.414573 0.125 0 0.1 
0.419598 0.125 0 0.1 
0.424623 0.125 0 0.1 
0.429648 0.125 0 0.1 
0.434673 0.125 0 0.1 
0.439698 0.125 0 0.1 
0.444724 0.125 0 0.1 
0.449749 0.125 0 0.1 
0.454774 0.125 0 0.1 
0.459799 0.125 0 0.1 
0.464824 0.125 0 0.1 
0.469849 0.125 0 0.1 
0.474874 0.125 0 0.1 
0.479899 0.125 0 0.1 
0.484925 0.125 0 0.1 
0.48995 0.125 0 0.1 
0.494975 0.125 0 0.1 
0.5 0.125 0 0.1 
